date,asset,probability_level,stress_regime,conditional_var
2005-01-04,BBVA.MC,0.99,0,0.018254183594973633
2005-01-05,BBVA.MC,0.99,0,0.018860968446924385
2005-01-06,BBVA.MC,0.99,0,0.01941448710781694
2005-01-07,BBVA.MC,0.99,0,0.01939046852572536
2005-01-10,BBVA.MC,0.99,0,0.019679799309965475
2005-01-11,BBVA.MC,0.99,0,0.019646250455267973
2005-01-12,BBVA.MC,0.99,0,0.021739548355216725
2005-01-13,BBVA.MC,0.99,0,0.023567008128033813
2005-01-14,BBVA.MC,0.99,0,0.023378767174358633
2005-01-18,BBVA.MC,0.99,0,0.02323901387427416
2005-01-19,BBVA.MC,0.99,0,0.023140976417804514
2005-01-20,BBVA.MC,0.99,0,0.022879400482088006
2005-01-21,BBVA.MC,0.99,0,0.024566331355786033
2005-01-24,BBVA.MC,0.99,0,0.024672434962706356
2005-01-25,BBVA.MC,0.99,0,0.025554605525778984
2005-01-26,BBVA.MC,0.99,0,0.02534285141835272
2005-01-27,BBVA.MC,0.99,0,0.024976021755841037
2005-01-28,BBVA.MC,0.99,0,0.024731243673400485
2005-01-31,BBVA.MC,0.99,0,0.02437856836826332
2005-02-01,BBVA.MC,0.99,0,0.02445231685988564
2005-02-02,BBVA.MC,0.99,0,0.02420749286700233
2005-02-03,BBVA.MC,0.99,0,0.024032312003023897
2005-02-04,BBVA.MC,0.99,0,0.023722100969689706
2005-02-07,BBVA.MC,0.99,0,0.02349532997652644
2005-02-08,BBVA.MC,0.99,0,0.023213025681958058
2005-02-09,BBVA.MC,0.99,0,0.022999128826966156
2005-02-10,BBVA.MC,0.99,0,0.022910151286039824
2005-02-11,BBVA.MC,0.99,0,0.02284839430181108
2005-02-14,BBVA.MC,0.99,0,0.02286424612439884
2005-02-15,BBVA.MC,0.99,0,0.022857007797696834
2005-02-16,BBVA.MC,0.99,0,0.022615137843608468
2005-02-17,BBVA.MC,0.99,0,0.02548299656180436
2005-02-18,BBVA.MC,0.99,0,0.02511876509997065
2005-02-22,BBVA.MC,0.99,0,0.025065412010926567
2005-02-23,BBVA.MC,0.99,0,0.026421480024027666
2005-02-24,BBVA.MC,0.99,0,0.025976370779477332
2005-02-25,BBVA.MC,0.99,0,0.025558081726558865
2005-02-28,BBVA.MC,0.99,0,0.025445968269545465
2005-03-01,BBVA.MC,0.99,0,0.025146190842929367
2005-03-02,BBVA.MC,0.99,0,0.024943107241252586
2005-03-03,BBVA.MC,0.99,0,0.024730909649228097
2005-03-04,BBVA.MC,0.99,0,0.02491473487006872
2005-03-07,BBVA.MC,0.99,0,0.024640301658302787
2005-03-08,BBVA.MC,0.99,0,0.02429268048785893
2005-03-09,BBVA.MC,0.99,0,0.024196649488664502
2005-03-10,BBVA.MC,0.99,0,0.02455875047454919
2005-03-11,BBVA.MC,0.99,0,0.024449834749658388
2005-03-14,BBVA.MC,0.99,0,0.02434961626397455
2005-03-15,BBVA.MC,0.99,0,0.02458073565611827
2005-03-16,BBVA.MC,0.99,0,0.024236489122406956
2005-03-17,BBVA.MC,0.99,0,0.028641878303128174
2005-03-18,BBVA.MC,0.99,0,0.028126862662098476
2005-03-21,BBVA.MC,0.99,0,0.02760129647027093
2005-03-22,BBVA.MC,0.99,0,0.03324420722465206
2005-03-23,BBVA.MC,0.99,0,0.03282981125218775
2005-03-24,BBVA.MC,0.99,0,0.03210485024247334
2005-03-28,BBVA.MC,0.99,0,0.030752649523044046
2005-03-29,BBVA.MC,0.99,0,0.030088582707668624
2005-03-30,BBVA.MC,0.99,0,0.02946364536859031
2005-03-31,BBVA.MC,0.99,0,0.0291534116595679
2005-04-01,BBVA.MC,0.99,0,0.028611433934864147
2005-04-04,BBVA.MC,0.99,0,0.028251610948736617
2005-04-05,BBVA.MC,0.99,0,0.02862880177816941
2005-04-06,BBVA.MC,0.99,0,0.028267664830041284
2005-04-07,BBVA.MC,0.99,0,0.028039625565164848
2005-04-08,BBVA.MC,0.99,0,0.02755493641144341
2005-04-11,BBVA.MC,0.99,0,0.027052819130060034
2005-04-12,BBVA.MC,0.99,0,0.026711865775537764
2005-04-13,BBVA.MC,0.99,0,0.026404425764005313
2005-04-14,BBVA.MC,0.99,0,0.02600835899545059
2005-04-15,BBVA.MC,0.99,0,0.025742076103571248
2005-04-18,BBVA.MC,0.99,0,0.031032932864615972
2005-04-19,BBVA.MC,0.99,0,0.03308432244845244
2005-04-20,BBVA.MC,0.99,0,0.03230928724523795
2005-04-21,BBVA.MC,0.99,0,0.03229888889581116
2005-04-22,BBVA.MC,0.99,0,0.03169708218787603
2005-04-25,BBVA.MC,0.99,0,0.03115009848512613
2005-04-26,BBVA.MC,0.99,0,0.03055135272162266
2005-04-27,BBVA.MC,0.99,0,0.0301115637626773
2005-04-28,BBVA.MC,0.99,0,0.030596057633673727
2005-04-29,BBVA.MC,0.99,0,0.02996910674810953
2005-05-02,BBVA.MC,0.99,0,0.029565972086429852
2005-05-03,BBVA.MC,0.99,0,0.029699445372809677
2005-05-04,BBVA.MC,0.99,0,0.029172648097074188
2005-05-05,BBVA.MC,0.99,0,0.02858500911041596
2005-05-06,BBVA.MC,0.99,0,0.028045953871257273
2005-05-09,BBVA.MC,0.99,0,0.02769264434193277
2005-05-10,BBVA.MC,0.99,0,0.028154299647515858
2005-05-11,BBVA.MC,0.99,0,0.029366992278427782
2005-05-12,BBVA.MC,0.99,0,0.02897811593277244
2005-05-13,BBVA.MC,0.99,0,0.028644633758361182
2005-05-16,BBVA.MC,0.99,0,0.02822324976256686
2005-05-17,BBVA.MC,0.99,0,0.02768382751687853
2005-05-18,BBVA.MC,0.99,0,0.028131753816805136
2005-05-19,BBVA.MC,0.99,0,0.028191424758934734
2005-05-20,BBVA.MC,0.99,0,0.027790576950746354
2005-05-23,BBVA.MC,0.99,0,0.027911873718691815
2005-05-24,BBVA.MC,0.99,0,0.027557248449758556
2005-05-25,BBVA.MC,0.99,0,0.027356196820782764
2005-05-26,BBVA.MC,0.99,0,0.02765503486345665
2005-05-27,BBVA.MC,0.99,0,0.0273509096181595
2005-05-31,BBVA.MC,0.99,0,0.027343426603813177
2005-06-01,BBVA.MC,0.99,0,0.026867692683322446
2005-06-02,BBVA.MC,0.99,0,0.026771537086288523
2005-06-03,BBVA.MC,0.99,0,0.026325414754404183
2005-06-06,BBVA.MC,0.99,0,0.026835369529930327
2005-06-07,BBVA.MC,0.99,0,0.026677148265982237
2005-06-08,BBVA.MC,0.99,0,0.026284177783407456
2005-06-09,BBVA.MC,0.99,0,0.027166940877064696
2005-06-10,BBVA.MC,0.99,0,0.02672884582363706
2005-06-13,BBVA.MC,0.99,0,0.02631409916581103
2005-06-14,BBVA.MC,0.99,0,0.025905888374991404
2005-06-15,BBVA.MC,0.99,0,0.025507170491553918
2005-06-16,BBVA.MC,0.99,0,0.025785833004222103
2005-06-17,BBVA.MC,0.99,0,0.025519634387512445
2005-06-20,BBVA.MC,0.99,0,0.02515480691119586
2005-06-21,BBVA.MC,0.99,0,0.02560228375986108
2005-06-22,BBVA.MC,0.99,0,0.02543232863883156
2005-06-23,BBVA.MC,0.99,0,0.025043851674244867
2005-06-24,BBVA.MC,0.99,0,0.024706256005130045
2005-06-27,BBVA.MC,0.99,0,0.026163376562289987
2005-06-28,BBVA.MC,0.99,0,0.027075644469878823
2005-06-29,BBVA.MC,0.99,0,0.027131523425161164
2005-06-30,BBVA.MC,0.99,0,0.027137987001691476
2005-07-01,BBVA.MC,0.99,0,0.026767118317154233
2005-07-05,BBVA.MC,0.99,0,0.026061618665492
2005-07-06,BBVA.MC,0.99,0,0.025684241733035133
2005-07-07,BBVA.MC,0.99,0,0.025288135192032324
2005-07-08,BBVA.MC,0.99,0,0.028497349560923108
2005-07-11,BBVA.MC,0.99,0,0.028300559888905844
2005-07-12,BBVA.MC,0.99,0,0.028048148047961127
2005-07-13,BBVA.MC,0.99,0,0.027649565213953328
2005-07-14,BBVA.MC,0.99,0,0.027271184893552156
2005-07-15,BBVA.MC,0.99,0,0.02684189404834003
2005-07-18,BBVA.MC,0.99,0,0.02640314596498159
2005-07-19,BBVA.MC,0.99,0,0.025987944552193522
2005-07-20,BBVA.MC,0.99,0,0.026913519847605212
2005-07-21,BBVA.MC,0.99,0,0.02664236192341533
2005-07-22,BBVA.MC,0.99,0,0.026262956545550584
2005-07-25,BBVA.MC,0.99,0,0.02584242136186535
2005-07-26,BBVA.MC,0.99,0,0.026621584806314675
2005-07-27,BBVA.MC,0.99,0,0.027204482113318183
2005-07-28,BBVA.MC,0.99,0,0.027074111739072773
2005-07-29,BBVA.MC,0.99,0,0.026632055648630876
2005-08-01,BBVA.MC,0.99,0,0.0266221024093963
2005-08-02,BBVA.MC,0.99,0,0.026519528224610487
2005-08-03,BBVA.MC,0.99,0,0.026071463554553885
2005-08-04,BBVA.MC,0.99,0,0.025779053546498277
2005-08-05,BBVA.MC,0.99,0,0.026218549776289225
2005-08-08,BBVA.MC,0.99,0,0.025800972720135745
2005-08-09,BBVA.MC,0.99,0,0.02560606565290316
2005-08-10,BBVA.MC,0.99,0,0.025261922975827706
2005-08-11,BBVA.MC,0.99,0,0.02513004183065895
2005-08-12,BBVA.MC,0.99,0,0.024830238611637453
2005-08-15,BBVA.MC,0.99,0,0.02455560854578723
2005-08-16,BBVA.MC,0.99,0,0.024215203639240828
2005-08-17,BBVA.MC,0.99,0,0.02525321702777461
2005-08-18,BBVA.MC,0.99,0,0.025008018587629455
2005-08-19,BBVA.MC,0.99,0,0.025362616662334223
2005-08-22,BBVA.MC,0.99,0,0.025227702993063233
2005-08-23,BBVA.MC,0.99,0,0.024873910543548622
2005-08-24,BBVA.MC,0.99,0,0.02568445519821088
2005-08-25,BBVA.MC,0.99,0,0.025862212967060524
2005-08-26,BBVA.MC,0.99,0,0.02591878576250798
2005-08-29,BBVA.MC,0.99,0,0.027236068826144162
2005-08-30,BBVA.MC,0.99,0,0.02682992706269476
2005-08-31,BBVA.MC,0.99,0,0.026642511109623377
2005-09-01,BBVA.MC,0.99,0,0.026187869538068422
2005-09-02,BBVA.MC,0.99,0,0.026190048648226237
2005-09-06,BBVA.MC,0.99,0,0.02555758234975157
2005-09-07,BBVA.MC,0.99,0,0.025630381320378877
2005-09-08,BBVA.MC,0.99,0,0.025267320230074636
2005-09-09,BBVA.MC,0.99,0,0.024940507441430355
2005-09-12,BBVA.MC,0.99,0,0.024602182731358477
2005-09-13,BBVA.MC,0.99,0,0.024839672594585072
2005-09-14,BBVA.MC,0.99,0,0.025641205721992362
2005-09-15,BBVA.MC,0.99,0,0.025240536647505998
2005-09-16,BBVA.MC,0.99,0,0.025060645741883977
2005-09-19,BBVA.MC,0.99,0,0.02470541991805285
2005-09-20,BBVA.MC,0.99,0,0.02439910522050308
2005-09-21,BBVA.MC,0.99,0,0.0241065681550534
2005-09-22,BBVA.MC,0.99,0,0.02600138076102707
2005-09-23,BBVA.MC,0.99,0,0.025586397152395877
2005-09-26,BBVA.MC,0.99,0,0.025336796978459402
2005-09-27,BBVA.MC,0.99,0,0.026190470903063635
2005-09-28,BBVA.MC,0.99,0,0.025944815436781215
2005-09-29,BBVA.MC,0.99,0,0.02662195723236855
2005-09-30,BBVA.MC,0.99,0,0.026344822618636583
2005-10-03,BBVA.MC,0.99,0,0.026064089739594076
2005-10-04,BBVA.MC,0.99,0,0.025770529419681734
2005-10-05,BBVA.MC,0.99,0,0.025547767903399913
2005-10-06,BBVA.MC,0.99,0,0.028632061713666633
2005-10-07,BBVA.MC,0.99,0,0.028769817171572246
2005-10-10,BBVA.MC,0.99,0,0.02821509257796786
2005-10-11,BBVA.MC,0.99,0,0.027679827391338143
2005-10-12,BBVA.MC,0.99,0,0.02717059212461224
2005-10-13,BBVA.MC,0.99,0,0.027100188908557993
2005-10-14,BBVA.MC,0.99,0,0.027655108685037656
2005-10-17,BBVA.MC,0.99,0,0.02733311479096327
2005-10-18,BBVA.MC,0.99,0,0.0268533288340347
2005-10-19,BBVA.MC,0.99,0,0.027424537708061202
2005-10-20,BBVA.MC,0.99,0,0.0279634171120509
2005-10-21,BBVA.MC,0.99,0,0.027451087985243792
2005-10-24,BBVA.MC,0.99,0,0.02707447988019086
2005-10-25,BBVA.MC,0.99,0,0.027279323050123625
2005-10-26,BBVA.MC,0.99,0,0.02694639207816966
2005-10-27,BBVA.MC,0.99,0,0.02653910272873588
2005-10-28,BBVA.MC,0.99,0,0.028611184777513975
2005-10-31,BBVA.MC,0.99,0,0.028066392415574497
2005-11-01,BBVA.MC,0.99,0,0.029054209521498793
2005-11-02,BBVA.MC,0.99,0,0.028474549898298847
2005-11-03,BBVA.MC,0.99,0,0.027934470381715603
2005-11-04,BBVA.MC,0.99,0,0.02774861155310723
2005-11-07,BBVA.MC,0.99,0,0.029346871812046232
2005-11-08,BBVA.MC,0.99,0,0.02875029325584129
2005-11-09,BBVA.MC,0.99,0,0.028196001989363045
2005-11-10,BBVA.MC,0.99,0,0.0280404129551422
2005-11-11,BBVA.MC,0.99,0,0.02774353861987529
2005-11-14,BBVA.MC,0.99,0,0.027399874008935975
2005-11-15,BBVA.MC,0.99,0,0.028299238259424406
2005-11-16,BBVA.MC,0.99,0,0.027787297881726427
2005-11-17,BBVA.MC,0.99,0,0.027381907669311624
2005-11-18,BBVA.MC,0.99,0,0.026918337196130983
2005-11-21,BBVA.MC,0.99,0,0.026468198449033524
2005-11-22,BBVA.MC,0.99,0,0.02603320216654095
2005-11-23,BBVA.MC,0.99,0,0.025923739603015635
2005-11-25,BBVA.MC,0.99,0,0.025445204711962727
2005-11-28,BBVA.MC,0.99,0,0.025055324514356776
2005-11-29,BBVA.MC,0.99,0,0.02472394843085097
2005-11-30,BBVA.MC,0.99,0,0.02449331702512401
2005-12-01,BBVA.MC,0.99,0,0.024230231337077798
2005-12-02,BBVA.MC,0.99,0,0.024161420932271655
2005-12-05,BBVA.MC,0.99,0,0.024732080898613194
2005-12-06,BBVA.MC,0.99,0,0.028664751216872175
2005-12-07,BBVA.MC,0.99,0,0.02847982791227052
2005-12-08,BBVA.MC,0.99,0,0.02815438398269901
2005-12-09,BBVA.MC,0.99,0,0.027620244502942606
2005-12-12,BBVA.MC,0.99,0,0.027133634744497034
2005-12-13,BBVA.MC,0.99,0,0.026713923826404907
2005-12-14,BBVA.MC,0.99,0,0.026425820918504764
2005-12-15,BBVA.MC,0.99,0,0.02599357794858651
2005-12-16,BBVA.MC,0.99,0,0.025586808414761363
2005-12-19,BBVA.MC,0.99,0,0.025405086001682134
2005-12-20,BBVA.MC,0.99,0,0.025030548804692097
2005-12-21,BBVA.MC,0.99,0,0.024701456489494823
2005-12-22,BBVA.MC,0.99,0,0.02464354346703049
2005-12-23,BBVA.MC,0.99,0,0.024336057700028856
2005-12-27,BBVA.MC,0.99,0,0.023718197350526507
2005-12-28,BBVA.MC,0.99,0,0.023491011232295373
2005-12-29,BBVA.MC,0.99,0,0.023335850490271155
2005-12-30,BBVA.MC,0.99,0,0.023062687990898022
2006-01-03,BBVA.MC,0.99,0,0.022709373532685102
2006-01-04,BBVA.MC,0.99,0,0.02251001834027727
2006-01-05,BBVA.MC,0.99,0,0.022719402205450667
2006-01-06,BBVA.MC,0.99,0,0.022532808828561103
2006-01-09,BBVA.MC,0.99,0,0.02230994533590798
2006-01-10,BBVA.MC,0.99,0,0.022114568142347493
2006-01-11,BBVA.MC,0.99,0,0.023433249915872645
2006-01-12,BBVA.MC,0.99,0,0.0232416635002466
2006-01-13,BBVA.MC,0.99,0,0.023230224920417316
2006-01-17,BBVA.MC,0.99,0,0.023882035708723368
2006-01-18,BBVA.MC,0.99,0,0.02508146087825395
2006-01-19,BBVA.MC,0.99,0,0.02673515142892565
2006-01-20,BBVA.MC,0.99,0,0.026937337924126944
2006-01-23,BBVA.MC,0.99,0,0.026626545351031112
2006-01-24,BBVA.MC,0.99,0,0.026747680278759307
2006-01-25,BBVA.MC,0.99,0,0.026450818956907245
2006-01-26,BBVA.MC,0.99,0,0.028412676181097673
2006-01-27,BBVA.MC,0.99,0,0.02974302568683171
2006-01-30,BBVA.MC,0.99,0,0.029699607663321335
2006-01-31,BBVA.MC,0.99,0,0.029264474247175775
2006-02-01,BBVA.MC,0.99,0,0.02902964985520728
2006-02-02,BBVA.MC,0.99,0,0.028675963406193664
2006-02-03,BBVA.MC,0.99,0,0.030808285722505446
2006-02-06,BBVA.MC,0.99,0,0.030746117346757532
2006-02-07,BBVA.MC,0.99,0,0.03154442972461951
2006-02-08,BBVA.MC,0.99,0,0.030839803327311458
2006-02-09,BBVA.MC,0.99,0,0.030319489578371894
2006-02-10,BBVA.MC,0.99,0,0.03070725323505517
2006-02-13,BBVA.MC,0.99,0,0.031600413413291395
2006-02-14,BBVA.MC,0.99,0,0.031013812452464016
2006-02-15,BBVA.MC,0.99,0,0.030386796811422243
2006-02-16,BBVA.MC,0.99,0,0.030444553016758986
2006-02-17,BBVA.MC,0.99,0,0.029963129634629878
2006-02-21,BBVA.MC,0.99,0,0.02899215994716013
2006-02-22,BBVA.MC,0.99,0,0.028472771855329506
2006-02-23,BBVA.MC,0.99,0,0.0290994964613287
2006-02-24,BBVA.MC,0.99,0,0.02870527163442557
2006-02-27,BBVA.MC,0.99,0,0.028265251248980224
2006-02-28,BBVA.MC,0.99,0,0.027847945738302998
2006-03-01,BBVA.MC,0.99,0,0.028643077650371735
2006-03-02,BBVA.MC,0.99,0,0.028299202949650586
2006-03-03,BBVA.MC,0.99,0,0.030934202536571528
2006-03-06,BBVA.MC,0.99,0,0.03191222065029519
2006-03-07,BBVA.MC,0.99,0,0.03132591549281765
2006-03-08,BBVA.MC,0.99,0,0.03139776174003007
2006-03-09,BBVA.MC,0.99,0,0.031041353213213472
2006-03-10,BBVA.MC,0.99,0,0.030792053454657065
2006-03-13,BBVA.MC,0.99,0,0.030154620594200633
2006-03-14,BBVA.MC,0.99,0,0.029545815266954947
2006-03-15,BBVA.MC,0.99,0,0.028981959407001847
2006-03-16,BBVA.MC,0.99,0,0.02844677276072967
2006-03-17,BBVA.MC,0.99,0,0.02806918582966697
2006-03-20,BBVA.MC,0.99,0,0.027560595619101732
2006-03-21,BBVA.MC,0.99,0,0.027059354678009323
2006-03-22,BBVA.MC,0.99,0,0.027433731781230652
2006-03-23,BBVA.MC,0.99,0,0.027067010547342094
2006-03-24,BBVA.MC,0.99,0,0.027458776164287723
2006-03-27,BBVA.MC,0.99,0,0.0270520091575992
2006-03-28,BBVA.MC,0.99,0,0.026665558940696464
2006-03-29,BBVA.MC,0.99,0,0.026207224896993106
2006-03-30,BBVA.MC,0.99,0,0.02586876938400109
2006-03-31,BBVA.MC,0.99,0,0.026135624371710017
2006-04-03,BBVA.MC,0.99,0,0.025766453336902445
2006-04-04,BBVA.MC,0.99,0,0.025513582148265202
2006-04-05,BBVA.MC,0.99,0,0.025133232759359254
2006-04-06,BBVA.MC,0.99,0,0.024771249436176333
2006-04-07,BBVA.MC,0.99,0,0.02451177830632326
2006-04-10,BBVA.MC,0.99,0,0.02706775546436452
2006-04-11,BBVA.MC,0.99,0,0.026692728328981164
2006-04-12,BBVA.MC,0.99,0,0.028828214999298902
2006-04-13,BBVA.MC,0.99,0,0.02862622838194706
2006-04-19,BBVA.MC,0.99,0,0.028155506851035704
2006-04-20,BBVA.MC,0.99,0,0.028178489803474194
2006-04-21,BBVA.MC,0.99,0,0.027653465901142527
2006-04-24,BBVA.MC,0.99,0,0.027784090616782345
2006-04-25,BBVA.MC,0.99,0,0.027296959069177226
2006-04-26,BBVA.MC,0.99,0,0.027680215129833655
2006-04-27,BBVA.MC,0.99,0,0.027254367631263002
2006-04-28,BBVA.MC,0.99,0,0.026777258368342056
2006-05-03,BBVA.MC,0.99,0,0.026401741679747792
2006-05-04,BBVA.MC,0.99,0,0.027907201623389086
2006-05-05,BBVA.MC,0.99,0,0.02781847812418486
2006-05-08,BBVA.MC,0.99,0,0.027468485641929673
2006-05-09,BBVA.MC,0.99,0,0.027038573591597823
2006-05-10,BBVA.MC,0.99,0,0.02656165226994433
2006-05-11,BBVA.MC,0.99,0,0.026108835734427124
2006-05-12,BBVA.MC,0.99,0,0.025738304828579032
2006-05-15,BBVA.MC,0.99,0,0.033281648036460346
2006-05-16,BBVA.MC,0.99,0,0.03429738920982127
2006-05-17,BBVA.MC,0.99,0,0.03357065378318066
2006-05-18,BBVA.MC,0.99,0,0.039260007553925697
2006-05-19,BBVA.MC,0.99,0,0.03894784159675208
2006-05-22,BBVA.MC,0.99,0,0.03804245615641286
2006-05-23,BBVA.MC,0.99,0,0.04152934317565576
2006-05-24,BBVA.MC,0.99,0,0.040399766780753424
2006-05-25,BBVA.MC,0.99,0,0.041285011698334956
2006-05-26,BBVA.MC,0.99,0,0.04036526368817975
2006-05-30,BBVA.MC,0.99,0,0.03896759906121212
2006-05-31,BBVA.MC,0.99,0,0.04081402807689595
2006-06-01,BBVA.MC,0.99,0,0.040305493492855046
2006-06-02,BBVA.MC,0.99,0,0.03922880856358732
2006-06-05,BBVA.MC,0.99,0,0.0382420541010866
2006-06-06,BBVA.MC,0.99,0,0.03858087321940719
2006-06-07,BBVA.MC,0.99,0,0.04243251896429002
2006-06-08,BBVA.MC,0.99,0,0.04124580296386957
2006-06-09,BBVA.MC,0.99,0,0.04513725970356731
2006-06-12,BBVA.MC,0.99,0,0.04387570232518679
2006-06-13,BBVA.MC,0.99,1,0.05676151840582705
2006-06-14,BBVA.MC,0.99,0,0.044526056768913226
2006-06-15,BBVA.MC,0.99,0,0.04329299462164602
2006-06-16,BBVA.MC,0.99,0,0.04275688570127193
2006-06-19,BBVA.MC,0.99,0,0.04206137454757191
2006-06-20,BBVA.MC,0.99,0,0.04098960981501369
2006-06-21,BBVA.MC,0.99,0,0.03988187290904172
2006-06-22,BBVA.MC,0.99,0,0.039283141960407414
2006-06-23,BBVA.MC,0.99,0,0.03847560798461525
2006-06-26,BBVA.MC,0.99,0,0.03756382967866508
2006-06-27,BBVA.MC,0.99,0,0.036659132478982594
2006-06-28,BBVA.MC,0.99,0,0.03621079701432236
2006-06-29,BBVA.MC,0.99,0,0.03531176346765251
2006-06-30,BBVA.MC,0.99,0,0.03512956298669421
2006-07-03,BBVA.MC,0.99,0,0.035125238242871254
2006-07-05,BBVA.MC,0.99,0,0.03425895446611399
2006-07-06,BBVA.MC,0.99,0,0.03397383445822078
2006-07-07,BBVA.MC,0.99,0,0.03359653254286074
2006-07-10,BBVA.MC,0.99,0,0.03299062243034946
2006-07-11,BBVA.MC,0.99,0,0.03222151837166799
2006-07-12,BBVA.MC,0.99,0,0.03188863111588838
2006-07-13,BBVA.MC,0.99,0,0.03184066991594648
2006-07-14,BBVA.MC,0.99,0,0.03384280432447697
2006-07-17,BBVA.MC,0.99,0,0.03627296193994932
2006-07-18,BBVA.MC,0.99,0,0.03619504489505129
2006-07-19,BBVA.MC,0.99,0,0.0353521671018872
2006-07-20,BBVA.MC,0.99,0,0.03554389933199369
2006-07-21,BBVA.MC,0.99,0,0.03468180886528303
2006-07-24,BBVA.MC,0.99,0,0.03394419716501588
2006-07-25,BBVA.MC,0.99,0,0.03436080495611517
2006-07-26,BBVA.MC,0.99,0,0.033533726073915845
2006-07-27,BBVA.MC,0.99,0,0.03273665831627482
2006-07-28,BBVA.MC,0.99,0,0.03198324073616178
2006-07-31,BBVA.MC,0.99,0,0.03146508096467982
2006-08-01,BBVA.MC,0.99,0,0.03143685285066825
2006-08-02,BBVA.MC,0.99,0,0.03186971205149119
2006-08-03,BBVA.MC,0.99,0,0.03165578171804006
2006-08-04,BBVA.MC,0.99,0,0.030947870525544218
2006-08-07,BBVA.MC,0.99,0,0.030665039065664337
2006-08-08,BBVA.MC,0.99,0,0.03326525121594053
2006-08-09,BBVA.MC,0.99,0,0.03249953838633317
2006-08-10,BBVA.MC,0.99,0,0.0320027907783887
2006-08-11,BBVA.MC,0.99,0,0.03148463886879267
2006-08-14,BBVA.MC,0.99,0,0.030784015417064547
2006-08-17,BBVA.MC,0.99,0,0.0302550963157665
2006-08-18,BBVA.MC,0.99,0,0.030594549540660886
2006-08-21,BBVA.MC,0.99,0,0.029997776459228596
2006-08-22,BBVA.MC,0.99,0,0.030534497062226704
2006-08-23,BBVA.MC,0.99,0,0.02988988209788923
2006-08-24,BBVA.MC,0.99,0,0.030588189727641116
2006-08-25,BBVA.MC,0.99,0,0.030024604788653795
2006-08-28,BBVA.MC,0.99,0,0.029401912664982835
2006-08-29,BBVA.MC,0.99,0,0.029028587830196097
2006-08-30,BBVA.MC,0.99,0,0.028499122214845973
2006-08-31,BBVA.MC,0.99,0,0.02794897113332415
2006-09-01,BBVA.MC,0.99,0,0.02742340535617691
2006-09-05,BBVA.MC,0.99,0,0.027215470215872024
2006-09-06,BBVA.MC,0.99,0,0.026996212690946583
2006-09-07,BBVA.MC,0.99,0,0.03053318039584798
2006-09-08,BBVA.MC,0.99,0,0.030893490014962156
2006-09-11,BBVA.MC,0.99,0,0.03059986324658673
2006-09-12,BBVA.MC,0.99,0,0.030198487133148235
2006-09-13,BBVA.MC,0.99,0,0.029833629548741383
2006-09-14,BBVA.MC,0.99,0,0.029225679573251926
2006-09-15,BBVA.MC,0.99,0,0.028746550603477333
2006-09-18,BBVA.MC,0.99,0,0.028208960008467624
2006-09-19,BBVA.MC,0.99,0,0.027672367602622677
2006-09-20,BBVA.MC,0.99,0,0.02879847818452776
2006-09-21,BBVA.MC,0.99,0,0.029200862558514833
2006-09-22,BBVA.MC,0.99,0,0.02861380607668469
2006-09-25,BBVA.MC,0.99,0,0.0303896945527807
2006-09-26,BBVA.MC,0.99,0,0.029801639922114296
2006-09-27,BBVA.MC,0.99,0,0.029209836147555932
2006-09-28,BBVA.MC,0.99,0,0.02864653524934933
2006-09-29,BBVA.MC,0.99,0,0.02808872772295601
2006-10-02,BBVA.MC,0.99,0,0.027804267456570938
2006-10-03,BBVA.MC,0.99,0,0.02731352244157594
2006-10-04,BBVA.MC,0.99,0,0.027789246786101368
2006-10-05,BBVA.MC,0.99,0,0.028579606381901004
2006-10-06,BBVA.MC,0.99,0,0.03035235938357833
2006-10-09,BBVA.MC,0.99,0,0.02998284856689654
2006-10-10,BBVA.MC,0.99,0,0.02958302759908705
2006-10-11,BBVA.MC,0.99,0,0.029032564606820344
2006-10-12,BBVA.MC,0.99,0,0.028746315493467293
2006-10-13,BBVA.MC,0.99,0,0.02900227709845197
2006-10-16,BBVA.MC,0.99,0,0.028447391364615316
2006-10-17,BBVA.MC,0.99,0,0.02855288986653597
2006-10-18,BBVA.MC,0.99,0,0.03535977578099511
2006-10-19,BBVA.MC,0.99,0,0.03486362424809236
2006-10-20,BBVA.MC,0.99,0,0.034040352493165546
2006-10-23,BBVA.MC,0.99,0,0.03321965447914288
2006-10-24,BBVA.MC,0.99,0,0.032507856652988616
2006-10-25,BBVA.MC,0.99,0,0.03260565777446843
2006-10-26,BBVA.MC,0.99,0,0.031852329558371105
2006-10-27,BBVA.MC,0.99,0,0.031827796262142154
2006-10-30,BBVA.MC,0.99,0,0.031141328264149285
2006-10-31,BBVA.MC,0.99,0,0.0306327395354853
2006-11-01,BBVA.MC,0.99,0,0.030119952456102293
2006-11-02,BBVA.MC,0.99,0,0.029652092626027624
2006-11-03,BBVA.MC,0.99,0,0.031247356756539755
2006-11-06,BBVA.MC,0.99,0,0.03056783487125726
2006-11-07,BBVA.MC,0.99,0,0.030020823891812286
2006-11-08,BBVA.MC,0.99,0,0.029648541237257138
2006-11-09,BBVA.MC,0.99,0,0.0290896077083065
2006-11-10,BBVA.MC,0.99,0,0.028734294961065204
2006-11-13,BBVA.MC,0.99,0,0.028584315890629763
2006-11-14,BBVA.MC,0.99,0,0.028059881627942675
