asset,BBVA.MC,BNP.PA,CBK.DE,DBK.DE,GLE.PA,INGA.AS,ISP.MI,SAN.MC
BBVA.MC,-0.0,0.03363679572958944,0.003557154276578711,0.04219860482407228,0.05617222480397144,0.035759897828863296,0.042755590877983085,0.06367959279351687
BNP.PA,0.033026582621364264,-0.0,0.04364508393285371,0.02135479309263999,0.09900492007641981,0.08915322700406902,0.03540411064750415,0.022731230326167084
CBK.DE,0.008108761063890524,0.04900734890863223,-0.0,0.007648683913198784,0.04208472563381943,0.07957022780599365,0.021054374461884906,0.011767463666197853
DBK.DE,0.0401111330741693,0.019714087236298528,0.00018651745270448217,-0.0,0.02267808537475935,0.03584454542754467,0.04142658454202264,0.023702364208693316
GLE.PA,0.05995109559055001,0.1041936309458521,0.040554223288036206,0.028708259528964053,-0.0,0.10290177908461795,0.03807389746193646,0.06754403589846625
INGA.AS,0.04253512259046949,0.09714452853643374,0.08096189714894753,0.044882532601485614,0.10619324761925841,-0.0,0.10516884856245079,0.03480677784475256
ISP.MI,0.04533394829896109,0.03862016014039704,0.018665067945643488,0.045758708915567825,0.03689909786304929,0.10093854881344855,-0.0,0.046755073337351793
SAN.MC,0.07441376937324762,0.03185989543343937,0.014082067679190013,0.03405789178274915,0.07198285718500819,0.035865336065817266,0.052292646312117774,-0.0
