date,asset,probability_level,stress_regime,conditional_es
2005-01-04,BBVA.MC,0.99,0,0.02333745706780068
2005-01-05,BBVA.MC,0.99,0,0.02410903566078536
2005-01-06,BBVA.MC,0.99,0,0.024812881757452433
2005-01-07,BBVA.MC,0.99,0,0.024782340085694923
2005-01-10,BBVA.MC,0.99,0,0.02515024880769654
2005-01-11,BBVA.MC,0.99,0,0.02510758858303779
2005-01-12,BBVA.MC,0.99,0,0.027769395058838433
2005-01-13,BBVA.MC,0.99,0,0.030093165726008543
2005-01-14,BBVA.MC,0.99,0,0.029853801329036787
2005-01-18,BBVA.MC,0.99,0,0.029676093111210517
2005-01-19,BBVA.MC,0.99,0,0.029551430139682044
2005-01-20,BBVA.MC,0.99,0,0.029218814070263128
2005-01-21,BBVA.MC,0.99,0,0.03136389027941013
2005-01-24,BBVA.MC,0.99,0,0.031498810047883234
2005-01-25,BBVA.MC,0.99,0,0.03262056501529848
2005-01-26,BBVA.MC,0.99,0,0.03235130164172972
2005-01-27,BBVA.MC,0.99,0,0.03188484649876451
2005-01-28,BBVA.MC,0.99,0,0.03157359032973559
2005-01-31,BBVA.MC,0.99,0,0.031125133657089025
2005-02-01,BBVA.MC,0.99,0,0.031218911142169205
2005-02-02,BBVA.MC,0.99,0,0.030907596594104105
2005-02-03,BBVA.MC,0.99,0,0.030684839212947054
2005-02-04,BBVA.MC,0.99,0,0.030290379476750895
2005-02-07,BBVA.MC,0.99,0,0.030002020854626204
2005-02-08,BBVA.MC,0.99,0,0.029643046912385666
2005-02-09,BBVA.MC,0.99,0,0.029371058852881677
2005-02-10,BBVA.MC,0.99,0,0.029257916335209282
2005-02-11,BBVA.MC,0.99,0,0.0291793870725802
2005-02-14,BBVA.MC,0.99,0,0.029199544014417468
2005-02-15,BBVA.MC,0.99,0,0.029190339865839365
2005-02-16,BBVA.MC,0.99,0,0.028882781629570278
2005-02-17,BBVA.MC,0.99,0,0.03252950812175376
2005-02-18,BBVA.MC,0.99,0,0.03206635681212743
2005-02-22,BBVA.MC,0.99,0,0.031998513817623406
2005-02-23,BBVA.MC,0.99,0,0.033722869734183106
2005-02-24,BBVA.MC,0.99,0,0.03315687543895555
2005-02-25,BBVA.MC,0.99,0,0.03262498530050839
2005-02-28,BBVA.MC,0.99,0,0.03248242349604187
2005-03-01,BBVA.MC,0.99,0,0.03210123097896864
2005-03-02,BBVA.MC,0.99,0,0.03184299289155384
2005-03-03,BBVA.MC,0.99,0,0.03157316558956595
2005-03-04,BBVA.MC,0.99,0,0.03180691500634081
2005-03-07,BBVA.MC,0.99,0,0.03145794981592466
2005-03-08,BBVA.MC,0.99,0,0.031015919905783586
2005-03-09,BBVA.MC,0.99,0,0.03089380831548409
2005-03-10,BBVA.MC,0.99,0,0.03135425054358036
2005-03-11,BBVA.MC,0.99,0,0.03121575492772084
2005-03-14,BBVA.MC,0.99,0,0.03108831859188221
2005-03-15,BBVA.MC,0.99,0,0.03138220657347638
2005-03-16,BBVA.MC,0.99,0,0.030944467801213186
2005-03-17,BBVA.MC,0.99,0,0.0365462951617398
2005-03-18,BBVA.MC,0.99,0,0.035891408932472085
2005-03-21,BBVA.MC,0.99,0,0.035223106779728945
2005-03-22,BBVA.MC,0.99,0,0.04239854816757179
2005-03-23,BBVA.MC,0.99,0,0.04187160841232807
2005-03-24,BBVA.MC,0.99,0,0.04094975877477383
2005-03-28,BBVA.MC,0.99,0,0.039230320451328654
2005-03-29,BBVA.MC,0.99,0,0.038385902965612034
2005-03-30,BBVA.MC,0.99,0,0.03759124193997923
2005-03-31,BBVA.MC,0.99,0,0.03719675336971519
2005-04-01,BBVA.MC,0.99,0,0.0365075825558566
2005-04-04,BBVA.MC,0.99,0,0.036050036998370664
2005-04-05,BBVA.MC,0.99,0,0.03652966724709036
2005-04-06,BBVA.MC,0.99,0,0.03607045087506712
2005-04-07,BBVA.MC,0.99,0,0.03578047953749506
2005-04-08,BBVA.MC,0.99,0,0.035164156018440446
2005-04-11,BBVA.MC,0.99,0,0.03452567115146074
2005-04-12,BBVA.MC,0.99,0,0.034092119936874624
2005-04-13,BBVA.MC,0.99,0,0.033701183790787945
2005-04-14,BBVA.MC,0.99,0,0.033197551178624045
2005-04-15,BBVA.MC,0.99,0,0.03285894981375539
2005-04-18,BBVA.MC,0.99,0,0.03958672457979669
2005-04-19,BBVA.MC,0.99,0,0.042195241064134435
2005-04-20,BBVA.MC,0.99,0,0.04120971782688268
2005-04-21,BBVA.MC,0.99,0,0.041196495440406995
2005-04-22,BBVA.MC,0.99,0,0.04043124698131227
2005-04-25,BBVA.MC,0.99,0,0.039735710640224485
2005-04-26,BBVA.MC,0.99,0,0.03897435443254341
2005-04-27,BBVA.MC,0.99,0,0.038415125333362145
2005-04-28,BBVA.MC,0.99,0,0.03903120053380809
2005-04-29,BBVA.MC,0.99,0,0.038233979112411456
2005-05-02,BBVA.MC,0.99,0,0.03772135907247116
2005-05-03,BBVA.MC,0.99,0,0.037891081718273704
2005-05-04,BBVA.MC,0.99,0,0.03722121413754322
2005-05-05,BBVA.MC,0.99,0,0.03647398114210665
2005-05-06,BBVA.MC,0.99,0,0.035788526517400825
2005-05-09,BBVA.MC,0.99,0,0.035339263374710495
2005-05-10,BBVA.MC,0.99,0,0.03592629739505652
2005-05-11,BBVA.MC,0.99,0,0.037468339308057104
2005-05-12,BBVA.MC,0.99,0,0.03697384993070836
2005-05-13,BBVA.MC,0.99,0,0.036549798957632
2005-05-16,BBVA.MC,0.99,0,0.036013973335855216
2005-05-17,BBVA.MC,0.99,0,0.03532805203110482
2005-05-18,BBVA.MC,0.99,0,0.035897628452050565
2005-05-19,BBVA.MC,0.99,0,0.03597350513457224
2005-05-20,BBVA.MC,0.99,0,0.03546379302351894
2005-05-23,BBVA.MC,0.99,0,0.035618032189582594
2005-05-24,BBVA.MC,0.99,0,0.03516709597197487
2005-05-25,BBVA.MC,0.99,0,0.03491144171082497
2005-05-26,BBVA.MC,0.99,0,0.03529143972124881
2005-05-27,BBVA.MC,0.99,0,0.03490471858260618
2005-05-31,BBVA.MC,0.99,0,0.03489520329285882
2005-06-01,BBVA.MC,0.99,0,0.034290267115188525
2005-06-02,BBVA.MC,0.99,0,0.03416799708812948
2005-06-03,BBVA.MC,0.99,0,0.03360071456611573
2005-06-06,BBVA.MC,0.99,0,0.03424916547407975
2005-06-07,BBVA.MC,0.99,0,0.034047973668079906
2005-06-08,BBVA.MC,0.99,0,0.0335482782471168
2005-06-09,BBVA.MC,0.99,0,0.0346707866676107
2005-06-10,BBVA.MC,0.99,0,0.03411371151349218
2005-06-13,BBVA.MC,0.99,0,0.03358632583195826
2005-06-14,BBVA.MC,0.99,0,0.03306725106170125
2005-06-15,BBVA.MC,0.99,0,0.032560247331282655
2005-06-16,BBVA.MC,0.99,0,0.032914590437823396
2005-06-17,BBVA.MC,0.99,0,0.032576096236007074
2005-06-20,BBVA.MC,0.99,0,0.032112187043228886
2005-06-21,BBVA.MC,0.99,0,0.032681191948635384
2005-06-22,BBVA.MC,0.99,0,0.03246507954448931
2005-06-23,BBVA.MC,0.99,0,0.03197109801416744
2005-06-24,BBVA.MC,0.99,0,0.031541816382406336
2005-06-27,BBVA.MC,0.99,0,0.033394669211029314
2005-06-28,BBVA.MC,0.99,0,0.03455469551409134
2005-06-29,BBVA.MC,0.99,0,0.03462575036253654
2005-06-30,BBVA.MC,0.99,0,0.03463396935031923
2005-07-01,BBVA.MC,0.99,0,0.034162378247018996
2005-07-05,BBVA.MC,0.99,0,0.0332652753829137
2005-07-06,BBVA.MC,0.99,0,0.032785408488356524
2005-07-07,BBVA.MC,0.99,0,0.03228172530213918
2005-07-08,BBVA.MC,0.99,0,0.03636251456273849
2005-07-11,BBVA.MC,0.99,0,0.03611227974266865
2005-07-12,BBVA.MC,0.99,0,0.035791316599863295
2005-07-13,BBVA.MC,0.99,0,0.03528448459629089
2005-07-14,BBVA.MC,0.99,0,0.034803341808547196
2005-07-15,BBVA.MC,0.99,0,0.03425746195464989
2005-07-18,BBVA.MC,0.99,0,0.03369955641738393
2005-07-19,BBVA.MC,0.99,0,0.03317159247620388
2005-07-20,BBVA.MC,0.99,0,0.034348540255699694
2005-07-21,BBVA.MC,0.99,0,0.034003739872251665
2005-07-22,BBVA.MC,0.99,0,0.03352129363668304
2005-07-25,BBVA.MC,0.99,0,0.03298654735175973
2005-07-26,BBVA.MC,0.99,0,0.03397731999916607
2005-07-27,BBVA.MC,0.99,0,0.034718523545277054
2005-07-28,BBVA.MC,0.99,0,0.03455274651639479
2005-07-29,BBVA.MC,0.99,0,0.03399063456652174
2005-08-01,BBVA.MC,0.99,0,0.03397797817554631
2005-08-02,BBVA.MC,0.99,0,0.033847546367766095
2005-08-03,BBVA.MC,0.99,0,0.033277793997421035
2005-08-04,BBVA.MC,0.99,0,0.03290596978021316
2005-08-05,BBVA.MC,0.99,0,0.033464826649355454
2005-08-08,BBVA.MC,0.99,0,0.03293384187540507
2005-08-09,BBVA.MC,0.99,0,0.03268600094757931
2005-08-10,BBVA.MC,0.99,0,0.032248394237869606
2005-08-11,BBVA.MC,0.99,0,0.03208069613515103
2005-08-12,BBVA.MC,0.99,0,0.031699470820838696
2005-08-15,BBVA.MC,0.99,0,0.0313502553136968
2005-08-16,BBVA.MC,0.99,0,0.0309174014973997
2005-08-17,BBVA.MC,0.99,0,0.032237323883809496
2005-08-18,BBVA.MC,0.99,0,0.031925533194175425
2005-08-19,BBVA.MC,0.99,0,0.03237643483200666
2005-08-22,BBVA.MC,0.99,0,0.032204880616742634
2005-08-23,BBVA.MC,0.99,0,0.03175500339992107
2005-08-24,BBVA.MC,0.99,0,0.032785679927499124
2005-08-25,BBVA.MC,0.99,0,0.03301171406256391
2005-08-26,BBVA.MC,0.99,0,0.03308365118784353
2005-08-29,BBVA.MC,0.99,0,0.034758688739515056
2005-08-30,BBVA.MC,0.99,0,0.034242244913689227
2005-08-31,BBVA.MC,0.99,0,0.034003929575214954
2005-09-01,BBVA.MC,0.99,0,0.03342581411474333
2005-09-02,BBVA.MC,0.99,0,0.033428585038809945
2005-09-06,BBVA.MC,0.99,0,0.0326243503003875
2005-09-07,BBVA.MC,0.99,0,0.03271692038869272
2005-09-08,BBVA.MC,0.99,0,0.03225525730609624
2005-09-09,BBVA.MC,0.99,0,0.03183968702476691
2005-09-12,BBVA.MC,0.99,0,0.0314094783553679
2005-09-13,BBVA.MC,0.99,0,0.03171146693324257
2005-09-14,BBVA.MC,0.99,0,0.0327306845367923
2005-09-15,BBVA.MC,0.99,0,0.032221199700856164
2005-09-16,BBVA.MC,0.99,0,0.03199245310079792
2005-09-19,BBVA.MC,0.99,0,0.03154075322651416
2005-09-20,BBVA.MC,0.99,0,0.031151248012950983
2005-09-21,BBVA.MC,0.99,0,0.03077926223145054
2005-09-22,BBVA.MC,0.99,0,0.03318867775951889
2005-09-23,BBVA.MC,0.99,0,0.03266099077486532
2005-09-26,BBVA.MC,0.99,0,0.0323436029060095
2005-09-27,BBVA.MC,0.99,0,0.033429121971780947
2005-09-28,BBVA.MC,0.99,0,0.033116750134508106
2005-09-29,BBVA.MC,0.99,0,0.033977793570597055
2005-09-30,BBVA.MC,0.99,0,0.03362539331761905
2005-10-03,BBVA.MC,0.99,0,0.03326841756398943
2005-10-04,BBVA.MC,0.99,0,0.03289513062733321
2005-10-05,BBVA.MC,0.99,0,0.032611870396377717
2005-10-06,BBVA.MC,0.99,0,0.036533812532583365
2005-10-07,BBVA.MC,0.99,0,0.036708980324009044
2005-10-10,BBVA.MC,0.99,0,0.03600360078124154
2005-10-11,BBVA.MC,0.99,0,0.03532296553096183
2005-10-12,BBVA.MC,0.99,0,0.03467542953968688
2005-10-13,BBVA.MC,0.99,0,0.03458590585726453
2005-10-14,BBVA.MC,0.99,0,0.03529153359167327
2005-10-17,BBVA.MC,0.99,0,0.03488209094500723
2005-10-18,BBVA.MC,0.99,0,0.03427200225806882
2005-10-19,BBVA.MC,0.99,0,0.03499834296664917
2005-10-20,BBVA.MC,0.99,0,0.035683574001969316
2005-10-21,BBVA.MC,0.99,0,0.03503210390423032
2005-10-24,BBVA.MC,0.99,0,0.03455321463916516
2005-10-25,BBVA.MC,0.99,0,0.03481369016740408
2005-10-26,BBVA.MC,0.99,0,0.03439034009517434
2005-10-27,BBVA.MC,0.99,0,0.03387243701607889
2005-10-28,BBVA.MC,0.99,0,0.03650726573107586
2005-10-31,BBVA.MC,0.99,0,0.03581451586637063
2005-11-01,BBVA.MC,0.99,0,0.037070609406387234
2005-11-02,BBVA.MC,0.99,0,0.036333522850846546
2005-11-03,BBVA.MC,0.99,0,0.03564676577020181
2005-11-04,BBVA.MC,0.99,0,0.035410430448035476
2005-11-07,BBVA.MC,0.99,0,0.03744275442225951
2005-11-08,BBVA.MC,0.99,0,0.0366841540031462
2005-11-09,BBVA.MC,0.99,0,0.035979325472707394
2005-11-10,BBVA.MC,0.99,0,0.03578148077087935
2005-11-11,BBVA.MC,0.99,0,0.03540397978158786
2005-11-14,BBVA.MC,0.99,0,0.03496698097366655
2005-11-15,BBVA.MC,0.99,0,0.036110599178276755
2005-11-16,BBVA.MC,0.99,0,0.035459623408123024
2005-11-17,BBVA.MC,0.99,0,0.03494413524341492
2005-11-18,BBVA.MC,0.99,0,0.034354665924436284
2005-11-21,BBVA.MC,0.99,0,0.03378227618857397
2005-11-22,BBVA.MC,0.99,0,0.033229141385488235
2005-11-23,BBVA.MC,0.99,0,0.03308995041775423
2005-11-25,BBVA.MC,0.99,0,0.03248145256757611
2005-11-28,BBVA.MC,0.99,0,0.03198568670701734
2005-11-29,BBVA.MC,0.99,0,0.03156431380781231
2005-11-30,BBVA.MC,0.99,0,0.031271046342487833
2005-12-01,BBVA.MC,0.99,0,0.03093651049446113
2005-12-02,BBVA.MC,0.99,0,0.030849012207131866
2005-12-05,BBVA.MC,0.99,0,0.03157465493286396
2005-12-06,BBVA.MC,0.99,0,0.036575380018666136
2005-12-07,BBVA.MC,0.99,0,0.03634023429491263
2005-12-08,BBVA.MC,0.99,0,0.035926404634421094
2005-12-09,BBVA.MC,0.99,0,0.035247200816258754
2005-12-12,BBVA.MC,0.99,0,0.03462843508480223
2005-12-13,BBVA.MC,0.99,0,0.034094736923747745
2005-12-14,BBVA.MC,0.99,0,0.03372838955103774
2005-12-15,BBVA.MC,0.99,0,0.03317875581927129
2005-12-16,BBVA.MC,0.99,0,0.03266151372997253
2005-12-19,BBVA.MC,0.99,0,0.032430438212271845
2005-12-20,BBVA.MC,0.99,0,0.031954182283098695
2005-12-21,BBVA.MC,0.99,0,0.03153571338970814
2005-12-22,BBVA.MC,0.99,0,0.031462072051687155
2005-12-23,BBVA.MC,0.99,0,0.031071077723626387
2005-12-27,BBVA.MC,0.99,0,0.030285415692681786
2005-12-28,BBVA.MC,0.99,0,0.029996529203694982
2005-12-29,BBVA.MC,0.99,0,0.029799229111854158
2005-12-30,BBVA.MC,0.99,0,0.0294518797404173
2006-01-03,BBVA.MC,0.99,0,0.02900261033022577
2006-01-04,BBVA.MC,0.99,0,0.028749113232584462
2006-01-05,BBVA.MC,0.99,0,0.029015362641357272
2006-01-06,BBVA.MC,0.99,0,0.028778093278521568
2006-01-09,BBVA.MC,0.99,0,0.028494703375929034
2006-01-10,BBVA.MC,0.99,0,0.028246264642456942
2006-01-11,BBVA.MC,0.99,0,0.029923080772820167
2006-01-12,BBVA.MC,0.99,0,0.02967946233618899
2006-01-13,BBVA.MC,0.99,0,0.02966491720820491
2006-01-17,BBVA.MC,0.99,0,0.03049375011218492
2006-01-18,BBVA.MC,0.99,0,0.03201892131862091
2006-01-19,BBVA.MC,0.99,0,0.034121729627393425
2006-01-20,BBVA.MC,0.99,0,0.034378826967556717
2006-01-23,BBVA.MC,0.99,0,0.03398362775404894
2006-01-24,BBVA.MC,0.99,0,0.034137661126499394
2006-01-25,BBVA.MC,0.99,0,0.03376017668487266
2006-01-26,BBVA.MC,0.99,0,0.0362548451523059
2006-01-27,BBVA.MC,0.99,0,0.0379464977974109
2006-01-30,BBVA.MC,0.99,0,0.03789128808447457
2006-01-31,BBVA.MC,0.99,0,0.037337978904275294
2006-02-01,BBVA.MC,0.99,0,0.03703937970000867
2006-02-02,BBVA.MC,0.99,0,0.03658963727184762
2006-02-03,BBVA.MC,0.99,0,0.039301066615082474
2006-02-06,BBVA.MC,0.99,0,0.03922201423311627
2006-02-07,BBVA.MC,0.99,0,0.040237136379446634
2006-02-08,BBVA.MC,0.99,0,0.03934114393259014
2006-02-09,BBVA.MC,0.99,0,0.03867952070810338
2006-02-10,BBVA.MC,0.99,0,0.039172595206704346
2006-02-13,BBVA.MC,0.99,0,0.04030832440531227
2006-02-14,BBVA.MC,0.99,0,0.03956241134808356
2006-02-15,BBVA.MC,0.99,0,0.038765107584584756
2006-02-16,BBVA.MC,0.99,0,0.03883854951627865
2006-02-17,BBVA.MC,0.99,0,0.03822637870380878
2006-02-21,BBVA.MC,0.99,0,0.03699170809052609
2006-02-22,BBVA.MC,0.99,0,0.036331261917851694
2006-02-23,BBVA.MC,0.99,0,0.03712819560551894
2006-02-24,BBVA.MC,0.99,0,0.03662690517896387
2006-02-27,BBVA.MC,0.99,0,0.03606738180128724
2006-02-28,BBVA.MC,0.99,0,0.03553674232052575
2006-03-01,BBVA.MC,0.99,0,0.036547820233856734
2006-03-02,BBVA.MC,0.99,0,0.03611055427889353
2006-03-03,BBVA.MC,0.99,0,0.039461180563078825
2006-03-06,BBVA.MC,0.99,0,0.04070481385035424
2006-03-07,BBVA.MC,0.99,0,0.03995927693226569
2006-03-08,BBVA.MC,0.99,0,0.040050635551646466
2006-03-09,BBVA.MC,0.99,0,0.0395974317698368
2006-03-10,BBVA.MC,0.99,0,0.03928042590471018
2006-03-13,BBVA.MC,0.99,0,0.03846987575993978
2006-03-14,BBVA.MC,0.99,0,0.037695727960620734
2006-03-15,BBVA.MC,0.99,0,0.036978737235374204
2006-03-16,BBVA.MC,0.99,0,0.036298201855844994
2006-03-17,BBVA.MC,0.99,0,0.03581806793018397
2006-03-20,BBVA.MC,0.99,0,0.03517135218272895
2006-03-21,BBVA.MC,0.99,0,0.03453398165702937
2006-03-22,BBVA.MC,0.99,0,0.03501003401334732
2006-03-23,BBVA.MC,0.99,0,0.034543716746606605
2006-03-24,BBVA.MC,0.99,0,0.03504188007835573
2006-03-27,BBVA.MC,0.99,0,0.03452464120252632
2006-03-28,BBVA.MC,0.99,0,0.0340332368544154
2006-03-29,BBVA.MC,0.99,0,0.033450426101278276
2006-03-30,BBVA.MC,0.99,0,0.03302005110483146
2006-03-31,BBVA.MC,0.99,0,0.033359379938248196
2006-04-03,BBVA.MC,0.99,0,0.03288994754109494
2006-04-04,BBVA.MC,0.99,0,0.03256840029859568
2006-04-05,BBVA.MC,0.99,0,0.03208475367262741
2006-04-06,BBVA.MC,0.99,0,0.0316244610626727
2006-04-07,BBVA.MC,0.99,0,0.031294521433084796
2006-04-10,BBVA.MC,0.99,0,0.03454466397201312
2006-04-11,BBVA.MC,0.99,0,0.03406778504446591
2006-04-12,BBVA.MC,0.99,0,0.036783238133191065
2006-04-13,BBVA.MC,0.99,0,0.03652639495472833
2006-04-19,BBVA.MC,0.99,0,0.035927832457097526
2006-04-20,BBVA.MC,0.99,0,0.03595705723759116
2006-04-21,BBVA.MC,0.99,0,0.03528944465210547
2006-04-24,BBVA.MC,0.99,0,0.03545554509772202
2006-04-25,BBVA.MC,0.99,0,0.03483611586693082
2006-04-26,BBVA.MC,0.99,0,0.03532345857346585
2006-04-27,BBVA.MC,0.99,0,0.03478195722794469
2006-04-28,BBVA.MC,0.99,0,0.0341752721852957
2006-05-03,BBVA.MC,0.99,0,0.03369777074916667
2006-05-04,BBVA.MC,0.99,0,0.03561209122268407
2006-05-05,BBVA.MC,0.99,0,0.03549927174068713
2006-05-08,BBVA.MC,0.99,0,0.03505422650571545
2006-05-09,BBVA.MC,0.99,0,0.034507556736627136
2006-05-10,BBVA.MC,0.99,0,0.03390111067729857
2006-05-11,BBVA.MC,0.99,0,0.03332531590550865
2006-05-12,BBVA.MC,0.99,0,0.03285415431656573
2006-05-15,BBVA.MC,0.99,0,0.042446157347007255
2006-05-16,BBVA.MC,0.99,0,0.043737758715859554
2006-05-17,BBVA.MC,0.99,0,0.042813652756133
2006-05-18,BBVA.MC,0.99,0,0.05004815039283378
2006-05-19,BBVA.MC,0.99,0,0.04965120480455914
2006-05-22,BBVA.MC,0.99,0,0.048499930144488265
2006-05-23,BBVA.MC,0.99,0,0.05293380381742951
2006-05-24,BBVA.MC,0.99,0,0.051497451273944804
2006-05-25,BBVA.MC,0.99,0,0.05262311554482847
2006-05-26,BBVA.MC,0.99,0,0.051453577654595156
2006-05-30,BBVA.MC,0.99,0,0.04967632810251229
2006-05-31,BBVA.MC,0.99,0,0.0520242197767808
2006-06-01,BBVA.MC,0.99,0,0.0513775747631868
2006-06-02,BBVA.MC,0.99,0,0.05000847822074439
2006-06-05,BBVA.MC,0.99,0,0.04875373592230044
2006-06-06,BBVA.MC,0.99,0,0.04918457327387513
2006-06-07,BBVA.MC,0.99,0,0.05408226871725666
2006-06-08,BBVA.MC,0.99,0,0.0525732583012367
2006-06-09,BBVA.MC,0.99,0,0.057521576813512984
2006-06-12,BBVA.MC,0.99,0,0.05591739921440033
2006-06-13,BBVA.MC,0.99,1,0.0780538697950457
2006-06-14,BBVA.MC,0.99,0,0.05674438025227322
2006-06-15,BBVA.MC,0.99,0,0.05517643676523258
2006-06-16,BBVA.MC,0.99,0,0.05449472863567244
2006-06-19,BBVA.MC,0.99,0,0.05361032699701622
2006-06-20,BBVA.MC,0.99,0,0.05224748690353117
2006-06-21,BBVA.MC,0.99,0,0.050838905129349986
2006-06-22,BBVA.MC,0.99,0,0.0500775677600362
2006-06-23,BBVA.MC,0.99,0,0.04905071956693132
2006-06-26,BBVA.MC,0.99,0,0.047891315834031126
2006-06-27,BBVA.MC,0.99,0,0.046740916330543114
2006-06-28,BBVA.MC,0.99,0,0.04617081962180762
2006-06-29,BBVA.MC,0.99,0,0.04502762193525454
2006-06-30,BBVA.MC,0.99,0,0.04479593851354917
2006-07-03,BBVA.MC,0.99,0,0.044790439233626134
2006-07-05,BBVA.MC,0.99,0,0.043688885667404156
2006-07-06,BBVA.MC,0.99,0,0.04332633130597808
2006-07-07,BBVA.MC,0.99,0,0.042846559802045485
2006-07-10,BBVA.MC,0.99,0,0.042076093514721975
2006-07-11,BBVA.MC,0.99,0,0.041098112232644056
2006-07-12,BBVA.MC,0.99,0,0.040674817749251434
2006-07-13,BBVA.MC,0.99,0,0.040613831000735776
2006-07-14,BBVA.MC,0.99,0,0.0431597153367303
2006-07-17,BBVA.MC,0.99,0,0.046249867616651334
2006-07-18,BBVA.MC,0.99,0,0.04615078946122496
2006-07-19,BBVA.MC,0.99,0,0.04507899859562114
2006-07-20,BBVA.MC,0.99,0,0.04532280244777694
2006-07-21,BBVA.MC,0.99,0,0.044226581032242814
2006-07-24,BBVA.MC,0.99,0,0.043288644964736375
2006-07-25,BBVA.MC,0.99,0,0.0438183972356598
2006-07-26,BBVA.MC,0.99,0,0.042766696030260405
2006-07-27,BBVA.MC,0.99,0,0.04175315652449168
2006-07-28,BBVA.MC,0.99,0,0.04079512193525522
2006-07-31,BBVA.MC,0.99,0,0.04013623767646729
2006-08-01,BBVA.MC,0.99,0,0.04010034322652901
2006-08-02,BBVA.MC,0.99,0,0.040650760548348604
2006-08-03,BBVA.MC,0.99,0,0.04037872991813379
2006-08-04,BBVA.MC,0.99,0,0.03947856057457149
2006-08-07,BBVA.MC,0.99,0,0.03911891629676142
2006-08-08,BBVA.MC,0.99,0,0.04242530739390538
2006-08-09,BBVA.MC,0.99,0,0.04145163834828009
2006-08-10,BBVA.MC,0.99,0,0.04081998147818175
2006-08-11,BBVA.MC,0.99,0,0.04016110721645104
2006-08-14,BBVA.MC,0.99,0,0.03927020485565787
2006-08-17,BBVA.MC,0.99,0,0.03859763919310011
2006-08-18,BBVA.MC,0.99,0,0.03902928286516294
2006-08-21,BBVA.MC,0.99,0,0.03827043509066373
2006-08-22,BBVA.MC,0.99,0,0.03895292102675098
2006-08-23,BBVA.MC,0.99,0,0.03813323822550539
2006-08-24,BBVA.MC,0.99,0,0.03902119582151697
2006-08-25,BBVA.MC,0.99,0,0.038304549595341096
2006-08-28,BBVA.MC,0.99,0,0.03751274355222702
2006-08-29,BBVA.MC,0.99,0,0.03703802924480003
2006-08-30,BBVA.MC,0.99,0,0.036364768643101994
2006-08-31,BBVA.MC,0.99,0,0.03566520471027649
2006-09-01,BBVA.MC,0.99,0,0.034996903084834656
2006-09-05,BBVA.MC,0.99,0,0.034732495853057654
2006-09-06,BBVA.MC,0.99,0,0.034453691245395816
2006-09-07,BBVA.MC,0.99,0,0.038951246773366664
2006-09-08,BBVA.MC,0.99,0,0.03940941112612069
2006-09-11,BBVA.MC,0.99,0,0.039036039694587105
2006-09-12,BBVA.MC,0.99,0,0.038525655798435275
2006-09-13,BBVA.MC,0.99,0,0.03806170832065731
2006-09-14,BBVA.MC,0.99,0,0.037288648173909776
2006-09-15,BBVA.MC,0.99,0,0.03667939490206494
2006-09-18,BBVA.MC,0.99,0,0.035995802697075197
2006-09-19,BBVA.MC,0.99,0,0.03531347977458123
2006-09-20,BBVA.MC,0.99,0,0.03674542524180592
2006-09-21,BBVA.MC,0.99,0,0.037257091227075385
2006-09-22,BBVA.MC,0.99,0,0.03651059893611456
2006-09-25,BBVA.MC,0.99,0,0.03876879230939785
2006-09-26,BBVA.MC,0.99,0,0.03802103078722238
2006-09-27,BBVA.MC,0.99,0,0.03726850190943519
2006-09-28,BBVA.MC,0.99,0,0.03655221686529152
2006-09-29,BBVA.MC,0.99,0,0.03584291711104229
2006-10-02,BBVA.MC,0.99,0,0.03548120166710557
2006-10-03,BBVA.MC,0.99,0,0.034857177604924766
2006-10-04,BBVA.MC,0.99,0,0.03546210160594
2006-10-05,BBVA.MC,0.99,0,0.036467111112882214
2006-10-06,BBVA.MC,0.99,0,0.038721317463528845
2006-10-09,BBVA.MC,0.99,0,0.03825145300479793
2006-10-10,BBVA.MC,0.99,0,0.03774304660869815
2006-10-11,BBVA.MC,0.99,0,0.03704308605480853
2006-10-12,BBVA.MC,0.99,0,0.03667909593967298
2006-10-13,BBVA.MC,0.99,0,0.03700457290963565
2006-10-16,BBVA.MC,0.99,0,0.03629898846334544
2006-10-17,BBVA.MC,0.99,0,0.03643313878930074
2006-10-18,BBVA.MC,0.99,0,0.045088673678810316
2006-10-19,BBVA.MC,0.99,0,0.04445777476886955
2006-10-20,BBVA.MC,0.99,0,0.043410914649886195
2006-10-23,BBVA.MC,0.99,0,0.04236732726155711
2006-10-24,BBVA.MC,0.99,0,0.041462215732440966
2006-10-25,BBVA.MC,0.99,0,0.0415865781839114
2006-10-26,BBVA.MC,0.99,0,0.04062865722862821
2006-10-27,BBVA.MC,0.99,0,0.040597461054029
2006-10-30,BBVA.MC,0.99,0,0.03972455855767047
2006-10-31,BBVA.MC,0.99,0,0.039077844694579054
2006-11-01,BBVA.MC,0.99,0,0.0384257922711557
2006-11-02,BBVA.MC,0.99,0,0.03783086866974654
2006-11-03,BBVA.MC,0.99,0,0.0398593828116246
2006-11-06,BBVA.MC,0.99,0,0.03899531288887854
2006-11-07,BBVA.MC,0.99,0,0.038299741863150986
2006-11-08,BBVA.MC,0.99,0,0.03782635277660606
2006-11-09,BBVA.MC,0.99,0,0.03711562121425207
2006-11-10,BBVA.MC,0.99,0,0.03666381080945275
2006-11-13,BBVA.MC,0.99,0,0.03647309965413683
2006-11-14,BBVA.MC,0.99,0,0.035806236845653434
2006-11-15,BBVA.MC,0.99,0,0.03576746413160915
