asset,BBVA.MC,BNP.PA,CBK.DE,DBK.DE,GLE.PA,INGA.AS,ISP.MI,SAN.MC
BBVA.MC,1.0,0.5145113524185587,0.4186650679456435,0.48002361739814997,0.5030870344552878,0.4827586206896552,0.5016888535664613,0.6622463331324091
BNP.PA,0.5151215655267839,1.0,0.44524380495603516,0.5193859476481008,0.5972913762198765,0.5256615878107458,0.5090403337969402,0.5254169178219811
CBK.DE,0.4141134611583317,0.43988153998025664,1.0,0.4849439086793938,0.45050786695877315,0.4352445870088212,0.41227895887144844,0.4289732770745429
DBK.DE,0.48211108914805295,0.5210266535044422,0.4924060751398881,1.0,0.510655247958574,0.493785084202085,0.45857341545797736,0.5059272654209364
GLE.PA,0.4993081636687092,0.5921026653504442,0.4520383693045564,0.5046250738043693,1.0,0.5008019246190858,0.4915557321676932,0.5065300381756078
INGA.AS,0.475983395928049,0.5176702862783811,0.4338529176658673,0.48474709702814406,0.49751045608444533,1.0,0.4689052255116233,0.4800080369700623
ISP.MI,0.4991104961454833,0.5058242843040474,0.41466826538768986,0.4542412910844322,0.4927305317665804,0.4731355252606255,1.0,0.4976893711070926
SAN.MC,0.6515121565526784,0.5162882527147088,0.42665867306155075,0.4955717378468805,0.5020912168890659,0.47894947874899757,0.4921517981323266,1.0
