asset,BBVA.MC,BNP.PA,CBK.DE,DBK.DE,GLE.PA,INGA.AS,ISP.MI,SAN.MC
BBVA.MC,1.0,0.5481481481481482,0.4222222222222222,0.5222222222222223,0.5592592592592592,0.5185185185185185,0.5444444444444444,0.725925925925926
BNP.PA,0.5481481481481482,1.0,0.4888888888888889,0.5407407407407407,0.6962962962962963,0.6148148148148148,0.5444444444444444,0.5481481481481482
CBK.DE,0.4222222222222222,0.4888888888888889,1.0,0.4925925925925926,0.4925925925925926,0.5148148148148148,0.43333333333333335,0.44074074074074077
DBK.DE,0.5222222222222223,0.5407407407407407,0.4925925925925926,1.0,0.5333333333333333,0.5296296296296297,0.5,0.5296296296296297
GLE.PA,0.5592592592592592,0.6962962962962963,0.4925925925925926,0.5333333333333333,1.0,0.6037037037037037,0.5296296296296297,0.5740740740740741
INGA.AS,0.5185185185185185,0.6148148148148148,0.5148148148148148,0.5296296296296297,0.6037037037037037,1.0,0.5740740740740741,0.5148148148148148
ISP.MI,0.5444444444444444,0.5444444444444444,0.43333333333333335,0.5,0.5296296296296297,0.5740740740740741,1.0,0.5444444444444444
SAN.MC,0.725925925925926,0.5481481481481482,0.44074074074074077,0.5296296296296297,0.5740740740740741,0.5148148148148148,0.5444444444444444,1.0
